vid,bid,date,billState,subject,state
CA_20150AB122599INT,CA_201520160AB1225,2015-02-27,Introduced,"Housing: former nonminor dependents: homeless youth.",CA
CA_20150AB122698AMD,CA_201520160AB1226,2015-04-20,"Amended Assembly","School accountability: local control and accountability plans: state priorities: teacher professional development.",CA
CA_20150AB122699INT,CA_201520160AB1226,2015-02-27,Introduced,"School accountability: local control and accountability plans: state priorities.",CA
CA_20150AB122798AMD,CA_201520160AB1227,2015-03-26,"Amended Assembly","Peace officer training: mental health training.",CA
CA_20150AB122799INT,CA_201520160AB1227,2015-02-27,Introduced,"Peace officer training: mental health.",CA
CA_20150AB122896CHP,CA_201520160AB1228,2015-10-07,Chaptered,"Public postsecondary education: campus housing: priority for homeless youth.",CA
CA_20150AB122897ENR,CA_201520160AB1228,2015-09-14,Enrolled,"Public postsecondary education: campus housing: priority for homeless youth.",CA
CA_20150AB122898AMD,CA_201520160AB1228,2015-09-02,"Amended Senate","Public postsecondary education: campus housing: priority for homeless youth.",CA
CA_20150AB122899INT,CA_201520160AB1228,2015-02-27,Introduced,"Public postsecondary education: campus housing: priority for homeless youth.",CA
CA_20150AB122998AMD,CA_201520160AB1229,2015-04-09,"Amended Assembly","Senior Citizen Rent Increase Exemption Program.",CA
CA_20150AB122999INT,CA_201520160AB1229,2015-02-27,Introduced,"Property taxation: welfare exemption: rental housing and related facilities.",CA
CA_20150AB12299INT,CA_201520160AB122,2015-01-09,Introduced,"Budget Act of 2015.",CA
CA_20150AB123093CHP,CA_201520160AB1230,2015-10-11,Chaptered,"California Americans With Disabilities Small Business Capital Access Loan Program.",CA
CA_20150AB123094ENR,CA_201520160AB1230,2015-09-14,Enrolled,"California Americans With Disabilities Small Business Capital Access Loan Program.",CA
CA_20150AB123095AMD,CA_201520160AB1230,2015-09-03,"Amended Senate","California Americans With Disabilities Small Business Capital Access Loan Program.",CA
CA_20150AB123096AMD,CA_201520160AB1230,2015-06-30,"Amended Senate","California Americans With Disabilities Small Business Capital Access Loan Program.",CA
CA_20150AB123097AMD,CA_201520160AB1230,2015-05-28,"Amended Assembly"," California Americans with Disabilities Act Small Business Compliance Financing Act.",CA
CA_20150AB123098AMD,CA_201520160AB1230,2015-03-24,"Amended Assembly"," California Americans with Disabilities Act Small Business Compliance Financing Act.",CA
CA_20150AB123099INT,CA_201520160AB1230,2015-02-27,Introduced,"Zoning regulations: interim ordinances.",CA
CA_20150AB123194ENR,CA_201520160AB1231,2015-09-14,Enrolled,"Medi-Cal: nonmedical transportation.",CA
CA_20150AB123195AMD,CA_201520160AB1231,2015-09-04,"Amended Senate","Medi-Cal: nonmedical transportation.",CA
CA_20150AB123196AMD,CA_201520160AB1231,2015-09-01,"Amended Senate","Medi-Cal: nonmedical transportation.",CA
CA_20150AB123197AMD,CA_201520160AB1231,2015-06-19,"Amended Senate","Medi-Cal: nonmedical transportation.",CA
CA_20150AB123198AMD,CA_201520160AB1231,2015-05-28,"Amended Assembly","Medi-Cal: nonmedical transportation.",CA
CA_20150AB123199INT,CA_201520160AB1231,2015-02-27,Introduced,"Medi-Cal: nonmedical transportation.",CA
CA_20150AB123295ENR,CA_201520160AB1232,2015-09-03,Enrolled,"Insurance Commissioner: administrative hearings.",CA
CA_20150AB123296AMD,CA_201520160AB1232,2015-06-29,"Amended Senate","Insurance Commissioner: administrative hearings.",CA
CA_20150AB123297AMD,CA_201520160AB1232,2015-04-30,"Amended Assembly","Insurance Commissioner: administrative hearings.",CA
CA_20150AB123298AMD,CA_201520160AB1232,2015-04-13,"Amended Assembly","Insurance Commissioner: administrative hearings.",CA
CA_20150AB123299INT,CA_201520160AB1232,2015-02-27,Introduced,"Insurance Commissioner: administrative hearings.",CA
CA_20150AB123395AMD,CA_201520160AB1233,2016-08-01,"Amended Senate","Whistleblower investigation policy: state agencies.",CA
CA_20150AB123396AMD,CA_201520160AB1233,2016-06-15,"Amended Senate","Whistleblower investigation policy: state agencies.",CA
CA_20150AB123397AMD,CA_201520160AB1233,2016-01-04,"Amended Assembly","Public works: public subsidies.",CA
CA_20150AB123398AMD,CA_201520160AB1233,2015-04-15,"Amended Assembly","Distilled spirits manufacturers: licenses: sale on premises tastings.",CA
CA_20150AB123399INT,CA_201520160AB1233,2015-02-27,Introduced,"Distilled spirits manufacturers: licenses: sale on premises tastings.",CA
CA_20150AB123493CHP,CA_201520160AB1234,2015-06-30,Chaptered,"State Archives: museum activities.",CA
CA_20150AB123494ENR,CA_201520160AB1234,2015-06-18,Enrolled,"State Archives: museum activities.",CA
