uid,text,time,endTime,type,alignment,state
1087,"I presume you're Mr. Doyle. Mr. Doyle, welcome good afternoon. We want to welcome you.  We know that you're before us as a governor's appointment for the Chief Deputy Director for the, at the Department of Developmental Services.",989,1037,Discussion,Indeterminate,CA
1095,"Before you give us your opening statement is there anyone in particular that you'd like to introduce, to present?",1037,1042,Discussion,Indeterminate,CA
1099,"Thank you Mr. Chair-members.  I would like to, as with my predecessor, Mr. Ghods, I'm blessed to be from a large family as well, a number of whom are here today, but I... So, in the interest of time, I will, I'd just like to introduce my wife, Nancy.",1042,1061,Discussion,For,CA
1107,"Who has put up with twenty five years of state service.",1063,1067,Discussion,For,CA
1109,"And, thats you? That's not you in front.  Just want to make sure we get the right wife to a... Welcome, okay, you may proceed with your statement.",1067,1078,Discussion,Indeterminate,CA
1115,"Thank you.  I appreciate the opportunity to be before the committee today and I wanted to give you a little bit of information on my background.  I've spent twenty five years in state service.",1078,1093,Discussion,For,CA
1121,"The bulk of it has been in fiscal policy in administrative work.  I, the last nine years of my career were spent at the Department of Finance. And, in my capacity there, I had, I worked for a number of years, on the Department of Developmental Dervices assignment.",1093,1112,Discussion,For,CA
1131,"It was one of the most interesting, enjoyable assignments that I had while I was at Finance, so when the Secretary of Health and Human Services Agency, Diana Dooley, approached me about coming over to Developmental Services, I was very pleased and honored.",1112,1132,Discussion,For,CA
1139,"We, working with our regional center partners, provide services to over 270,000 individuals in California with intellectual and developmental disabilities.  So, with that, I'm happy to answer any questions you may have.",1132,1147,Discussion,For,CA
1145,"Okay, thank you very much Mr. Doyle. I want to open it up to any questions or commentaries from the members right now. Ms. Leyva?",1147,1153,Discussion,Indeterminate,CA
1149,"Hello, Mr. Doyle. I want to ask you a little bit about Lanterman, which closed on December 31st, that is in my district and it's a very big piece of land, about 300 acres, and just wondering what the plans were for that center once it's completely closed?",1156,1173,Discussion,Indeterminate,CA
1167,"And, we provide services to any former residence through the outpatient clinic that may need some type of medical services that may not be available in the community.",1199,1211,Discussion,For,CA
1173,"And, what are the plans for the land, if you know, once it's completely close down?",1211,1217,Discussion,Indeterminate,CA
1185,"Very good, this is kind of an important issue to me and the constituents in my district, so upon your appointment, I hope you'll stay in contact with me and we can work together on that. Thank you. No further questions.",1240,1254,Discussion,Indeterminate,CA
1191,"Thank you very much, Ms. Leyva. Any other questions or commentaries from my colleagues? None from Mr. Cannella. Ms. Fuller?",1254,1264,Discussion,Indeterminate,CA
1193,"I just have a short statement of thoughts here. First, I'd like to say that I don't have any concerns about Mr. Doyle. Your experience, or your ability to handle the job, of Chief Deputy Director. We think you are very qualified and we appreciate your 25 years of service.",1265,1285,Discussion,Indeterminate,CA
